"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Point","HSN Code","Customisation Id","attr_Brand","attr_Plating","attr_color","attr_Country","attr_Pack of","attr_Print /Pattern Type","attr_Ideal for","attr_Product Type","attr_Ideal For","attr_Type","attr_Country of origin","attr_Occasion","attr_Base Material
","attr_Clasp Type","attr_Chain Type","attr_pack of","attr_Base Material","attr_Bangle Size","attr_Size","attr_Comfortable for","attr_Package Contents","attr_Gemstone","attr_Sales Package","attr_Gemstone
","attr_2>","attr_3>","attr_4>","attr_5>","attr_Stone Type","attr_Country_of_Origin"
"CH_33582","","Daily Wear High Gold Plated Ad Dimaond Studded Fancy Square Chain","CH_33582",649,1499,230,4991,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/CH_33582_1688551637646_dh87vip22v4a0qy.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/CH_33582_1703679691579_18zftx51k8hmvl3.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women::Girls","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"220228_X","","Gold Plated Daily Wear Leaf Design Chain","220228_X",399,999,106,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/220228_X_1688551626477_itlplwupfjutkl4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/220228_X_1703679675257_cqhc6a8grixeac7.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"16078_chain","","Fancy Brass Chain For Women","16078_chain",499,1249,167,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/16078_chain_1688551629335_5bjmymmx4f3if7e.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/16078_chain_1703679640745_bfig66g19ygcugu.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,"Cubic Zirconia",,,,,,
"A_215252_juni agarbati","","High Gold Plated Pink Ruby Stone Fancy 3 Leyer Chain","A_215252_juni agarbati",499,1249,171,4999,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/A_215252_juni agarbati_1688551610652_n8ggbl2cikkgeac.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/A_215252_juni agarbati_1688551610784_sl2z57z08ysvcvj.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/A_215252_juni_agarbati_1703679885341_w1oqhl91211fqzx.jpg","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"5605_X","","Fancy Brass Chain For Women","5605_X",399,999,126,4999,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/5605_X_1688551637993_ltchmwsay3gfngp.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/5605_X_1703679645730_1nbj10vwx1w719l.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"14738-f","","Fancy Brass Chain For Women","14738-f",599,1499,243,4998,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/14738-f_1688551635101_agft9fo7fvnjkq2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/14738-f_1703679894764_q8siwj08m2g6elj.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,"Cubic Zirconia",,,,,,
"5250_X","","Fancy Brass Chain For Women","5250_X",499,1249,180,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/5250_X_1688551657143_h7jm48o47b4ltv0.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/5250_X_1703679638111_sc8lgvhola0oadg.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,,,,,,,
"14692-f","","Fancy Brass Chain For Women","14692-f",499,1249,149,4998,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/14692-f_1688551618030_j0jcwvf9fptm7um.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/14692-f_1703679732555_xastpzn97x3w5px.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free Size","Gold","Introducing Our Exquisite Chain Crafted To Enhance Your 20 Carat Jewellery Collection! Made With Precision And Attention To Detail, This Stylish Chain Is Perfect For Showcasing Your Prized Possessions. Its Durable And Versatile Design Ensures It Effortlessly Elevates Any Outfit And Can Be Worn On Its Own Or Layered With Other Accessories. With Its Timeless Appeal And Superior Quality, This Chain Is A Must-Have For Jewellery Enthusiasts. Discover The Perfect Finishing Touch For Your Precious 20 Carat Pieces Today!","2",true,"",1,,"","20 carat jewellery",,,,,,,,"Women","Chain","India","Casual","Brass",,,,,,,,,,,"Diamond",,,,,,
"30980","","Designer Premium Quality Gold Plated Ad Diamond Flower Chain","30980",599,1499,220,4998,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30980_1688551600117_gbbiiqumg3ssmin.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30980_1688551601013_8v4ifwgz390hjqw.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30980_1703679564918_f2b9a1ijt4633rv.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/30980_1703679567806_9l6p85sd4kyqm3t.jpg","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free","Gold","Designer premium quality gold plated ad diamond flower chain","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23128","","Antiquee Roundee Set","23128",899,2249,370,4999,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/23128_1703325029616_wn1mvb74ze96ev0.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/23128_1703679589548_2edt52f5szjw4jt.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__necklace_sets","size","free","Gold","Antiquee Roundee Set","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36848","","Matt Finish Heavy Finish Kemp Stone Superb Designer Necklace","36848",1099,2749,530,4994,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/36848_1703325071341_z3uk2jzddo4j85y.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/36848_1703679250355_m3toaaf29ag9xu6.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__necklace_sets","size","free","Gold","MATT FINISH HEAVY FINISH KEMP STONE SUPERB DESIGNER NECKLACE","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52633","","gold plated designer fancy bangle combo for girls","52633_2.4",599,1199,300,50,8,5,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/gold_plated_designer_fancy_bangle_combo_for_girls__7VL6ZRF2L8_2024-07-03_1.jpeg","","","","","","","","","","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/BbrzpXCy_L5EOEFDLH7_2024-07-03_1.mp4","","womens_accessories__womens_fashion_jewellery__bangle_bracelet","size","2.4","gold","Gold Plated Designer Fancy Bangle Combo, specially curated for girls who love to shine. This stunning set combines timeless elegance with contemporary design, making it a perfect addition to any jewelry collection.","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52633","","gold plated designer fancy bangle combo for girls","52633_2.6",599,1199,300,50,8,5,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52633","","gold plated designer fancy bangle combo for girls","52633_2.8",599,1199,300,50,8,5,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22315","","Set Of 12 Gold Plated Meenawork  Bangle","22315_2.4",799,1999,305,4996,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22315_1703325047362_h4ufk4sfgiixpyy.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22315_1703679404807_geimsckrb6ue25z.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22315_1703679406517_m537botyfajj98u.jpg","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","gold","New designer premium quality gold plated meenawork 12 pcs bangle","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22315","","Set Of 12 Gold Plated Meenawork  Bangle","22315_2.6",799,1999,305,4999,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22315","","Set Of 12 Gold Plated Meenawork  Bangle","22315_2.8",799,1999,305,4996,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22311","","Micro Finish Ruby Stone Flower Design Goldm Plated 2 Pcs White Bangle","22311_2.4",899,2249,335,4997,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22311_1703325019192_om41bjr9pv7v78h.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22311_1703679176653_zgg18b7ui4ewl08.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22311_1703679178598_w0sj95fma18fx8a.jpg","","","","","","","","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/FxqMhh4Q_JHEW5I7QRS_2024-04-06_1.mp4","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","white","Micro finish ruby stone flower design goldm plated 2 pcs white bangle","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22311","","Micro Finish Ruby Stone Flower Design Goldm Plated 2 Pcs White Bangle","22311_2.6",899,2249,335,4994,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22311","","Micro Finish Ruby Stone Flower Design Goldm Plated 2 Pcs White Bangle","22311_2.8",899,2249,335,4996,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20356","","Designer high gold plated ad diaomond fancy flower design adjustable bangle","20356_Free",549,1050,200,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Designer_high_gold_plated_ad_diaomond_fancy_flower_design_adjustable_bangle__Y3D9Z73FYD_2024-05-21_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","Free","Gold","""Experience the pinnacle of opulence with our Designer High Gold Plated and Diamond Fancy Flower Design Adjustable Bangle.

Meticulously crafted to perfection, this bangle exudes sophistication and allure with its intricate floral motif adorned with dazzling diamonds. Each petal delicately encrusted with brilliance, reflecting light with every movement, ensuring all eyes are drawn to its captivating beauty.

Designed for versatility and comfort, the adjustable feature allows for a customized fit, ensuring it sits elegantly on any wrist. Whether worn alone as a statement piece or paired with other accessories for a glamorous ensemble, this bangle effortlessly elevates any look with its undeniable charm and elegance.

Make a statement of luxury and style with our Designer High Gold Plated and Diamond Fancy Flower Design Adjustable Bangle. It's not just jewelry; it's a testament to your impeccable taste and unwavering sophistication.""","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22313","","Gold Plated  Meenawork Openable Broad Temple Design Bangle","22313_2.4",899,2249,380,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22313_1703325033308_lvhhn8v8ndeapau.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22313_1703679514995_gioiylhd5m8cnu0.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/22313_1703679516658_5bdm39t0c4qkxup.jpg","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","gold","New designer premium quality gold plated ruby stone laxmiji bangle","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22313","","Gold Plated  Meenawork Openable Broad Temple Design Bangle","22313_2.6",899,2249,380,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22313","","Gold Plated  Meenawork Openable Broad Temple Design Bangle","22313_2.8",899,2249,380,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20587","","High gold plated designert fancy adjustable butterfly  kadli foe women","20587_Free",549,1049,200,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/High_gold_plated_designert_fancy_adjustable_butterfly__kadli_foe_women__O5L4A0CU9D_2024-05-21_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","Free","Gold","""Flutter into elegance with our Designer High Gold Plated and Diamond Fancy Butterfly Adjustable Kadli.

Crafted with precision and passion, this exquisite piece embodies the delicate beauty of a butterfly in flight. Each intricately detailed wing is adorned with shimmering diamonds, capturing the essence of grace and sophistication.

The adjustable design ensures a comfortable and secure fit, allowing you to wear it with ease and confidence. Whether worn alone as a statement piece or layered with other bracelets for a personalized look, this kadli adds a touch of whimsical charm to any outfit.

Embrace the enchantment of nature and elevate your style with our Designer High Gold Plated and Diamond Fancy Butterfly Adjustable Kadli. It's not just jewelry; it's a symbol of your unique spirit and enduring elegance.""","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16419","","Premium Pink Ruby Stone Studded Temple Designer Bangle Set Of 2 Pcs For Women's All Type Of Ethnic Wear Outfits","16419_2.4",480,1080,125,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Premium_Pink_Ruby_Stone_Studded_Temple_Designer_Bangle_Set_Of_2_Pcs_For_Women_s_All_Type_Of_Ethnic_Wear_Outfits_29BZCQNBXY_2024-05-22_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","gold","Premium Pink Ruby Stone Studded Temple Designer Bangle Set Of 2 Pcs For Women's All Type Of Ethnic Wear Outfits","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16419","","Premium Pink Ruby Stone Studded Temple Designer Bangle Set Of 2 Pcs For Women's All Type Of Ethnic Wear Outfits","16419_2.6",480,1080,125,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16419","","Premium Pink Ruby Stone Studded Temple Designer Bangle Set Of 2 Pcs For Women's All Type Of Ethnic Wear Outfits","16419_2.8",480,1080,125,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16448","","Square Pink Ruby & AD Diamond Studded Micro Gold Plated Elephant Designer Bangle Set Of 2 PCs","16448_2.4",549,1050,200,100,5,5,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Square_Pink_Ruby___AD_Diamond_Studded_Micro_Gold_Plated_Elephant_Designer_Bangle_Set_Of_2_PCs_9ENPWKCZ9G_2024-07-04_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Square_Pink_Ruby___AD_Diamond_Studded_Micro_Gold_Plated_Elephant_Designer_Bangle_Set_Of_2_PCs_TN3CWWVTF6_2024-07-04_2.jpg","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__bangle_bracelet","size","2.4","gold","Square Pink Ruby & AD Diamond Studded Micro Gold Plated Elephant Designer Bangle Set of 2 PCs

","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16448","","Square Pink Ruby & AD Diamond Studded Micro Gold Plated Elephant Designer Bangle Set Of 2 PCs","16448_2.6",549,1050,200,100,5,5,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16448","","Square Pink Ruby & AD Diamond Studded Micro Gold Plated Elephant Designer Bangle Set Of 2 PCs","16448_2.8",549,1050,200,100,5,5,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16416","","Some Big Leaf Designer High Gold Plated Brass Bangle Set Of 4 PCS","16416_2.4",480,880,132,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Some_Big_Leaf_Designer_High_Gold_Plated_Brass_Bangle_Set_Of_4_PCS_AO8MGHTBM6_2024-05-22_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","variant","2.4","Gold","Some Big Leaf Designer High Gold Plated Brass Bangle Set Of 4 PCS
","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16416","","Some Big Leaf Designer High Gold Plated Brass Bangle Set Of 4 PCS","16416_2.6",480,880,130,499,3,3,2,"0.05",3,,,,,,,,,,,,,,"variant","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16416","","Some Big Leaf Designer High Gold Plated Brass Bangle Set Of 4 PCS","16416_2.8",480,880,130,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"variant","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16415","","High Gold Plated Leaf Designer Stunning Bangle Set For Women's All Type Of Ethnic Wear Outfits ( 4 Pcs )","16415_2.4",499,899,130,5000,5,5,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/High_Gold_Plated_Leaf_Designer_Stunning_Bangle_Set_For_Women_s_All_Type_Of_Ethnic_Wear_Outfits___4_Pcs___O9LP0XI9BU_2024-05-22_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","Gold","High Gold Plated Leaf Designer Stunning Bangle Set For Women's All Type Of Ethnic Wear Outfits ( 4 Pcs )","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16413","","Antique And Premium Look Designer Micro Gold Plated Brass Material Bangle Set Of 4 Pcs For Women's All Types Of Ethnic Wear Outfits","16413_2.4",549,1050,180,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Antique_And_Premium_Look_Designer_Micro_Gold_Plated_Brass_Material_Bangle_Set_Of_4_Pcs_For_Women_s_All_Types_Of_Ethnic_Wear_Outfits_FSROY6YM32_2024-05-22_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","size","2.4","Gold","Antique and Premium Look Designer Micro Gold Plated Brass Material Bangle Set of 4 Pcs for Women's All types of Ethnic Wear Outfits

","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16413","","Antique And Premium Look Designer Micro Gold Plated Brass Material Bangle Set Of 4 Pcs For Women's All Types Of Ethnic Wear Outfits","16413_2.6",549,1050,180,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16413","","Antique And Premium Look Designer Micro Gold Plated Brass Material Bangle Set Of 4 Pcs For Women's All Types Of Ethnic Wear Outfits","16413_2.8",549,1050,180,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"size","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16412","","Ethnic Casual Wear High Gold Plated Beautifully Square Designer Bangle Set Of 4 Pcs","16412_2.4",475,899,125,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Ethnic_Casual_Wear_High_Gold_Plated_Beautifully_Square_Designer_Bangle_Set_Of_4_Pcs_JACHF8EZGU_2024-05-22_1.jpeg","","","","","","","","","","","","mens_accessories__mens_fashion_jewellery__bracelet","variant","2.4","Gold","Elevate your ethnic wardrobe with our Ethnic Casual Wear High Gold Plated Beautifully Square Designer Bangle Set. This exquisite set of four bangles is crafted to perfection, blending traditional charm with contemporary elegance. Perfect for any casual ethnic occasion, these bangles add a touch of sophistication and grace to your ensemble.","2",true,"https://s3.ap-south-1.amazonaws.com/nushop-website-assets/1716968836355_A4YMY2XV40_2024-05-29_1.jpg",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16412","","Ethnic Casual Wear High Gold Plated Beautifully Square Designer Bangle Set Of 4 Pcs","16412_2.6",475,899,125,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"variant","2.6",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16412","","Ethnic Casual Wear High Gold Plated Beautifully Square Designer Bangle Set Of 4 Pcs","16412_2.8",475,899,125,5000,3,3,2,"0.05",3,,,,,,,,,,,,,,"variant","2.8",,,"2",true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16410","","American Diamond And Ruby Stone Studded High Gold Plated Ethnic Wear Chain For Women","16410_Free",499,1050,200,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/American_Diamond_And_Ruby_Stone_Studded_High_Gold_Plated_Ethnic_Wear_Chain_For_Women_0ZAWMW6J7X_2024-05-21_1.jpeg","","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free","Gold","American Diamond And Ruby Stone Studded High Gold Plated Ethnic Wear Chain For Women","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16409","","American Diamond And Ruby Stone Studded High Gold Plated Ethnic Wear Chain For Women","16409_Free",499,1050,150,5000,3,3,2,"0.05",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/American_Diamond_And_Ruby_Stone_Studded_High_Gold_Plated_Ethnic_Wear_Chain_For_Women_TLJ2KANCMY_2024-05-21_1.jpeg","","","","","","","","","","","","womens_accessories__womens_fashion_jewellery__chains","size","Free","gold","American Diamond and Ruby stone Studded High Gold Plated Ethnic wear Chain for Women

","2",true,"",1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
